𒄌,𒄌,"GIR3 x KAR2
(GIR3 x GAN2 tenû; GIR16, GIRI16, QIR8)
(ePSD; Akkadian Dictionary)",675,423,"U+1210C
(GIR3 TIMES GAN2 TENU)"
𒀗,𒀗,"LILIZ
(AB2 x DUB2, AB2 x BALAG; LILIS)
(ePSD; Akkadian Dictionary)",676,422,"U+12017
(AB2 TIMES BALAG)"
𒀚,𒀚,"KIR2
(AB2 x ŠA3; GIR9, LIBIŠ, LIPIŠ, ŠAG6 (Labat: ?; MesZL: ŠAG6 = SIG (no. 881)), ŠEM3, UB3, UBA3)
(ePSD; Akkadian Dictionary)",677,424,"U+1201A
(AB2 TIMES SHA3)"
𒆧,𒆧,"KIŠ
(KEŠ, KIS, KIṢ (MesZL: not occupied), KIŠI, QIS, QIŠ)
(ePSD; Akkadian Dictionary)",678,425,"U+121A7
(KISH)"
𒀙,𒀙,"MEZE
(AB2 x ME.EN; ŠEM4, UB6)
(ePSD; Akkadian Dictionary)",679,426,"U+12019
(AB2 TIMES ME PLUS EN)"
𒀖 x 𒀀,𒀖 x 𒀀,"AB2 x A
(MesZL: Hittite)
(ePSD; Akkadian Dictionary)",680,426a,
𒈪,𒈪,"MI
(E9 (Labat: ?; MesZL: E9 missing), DUGUD2 (MesZL: not proved), GA12 (MesZL: ?), GE6, GI6, GIG2, GIGI2, GIKKI, KU10, KUKKU5, ME2, MUŠ9, MUŠI(MesZL: better MŪŠU), MŪŠU, ṢIL2, ŠAMBILLA (Labat: MI or GIŠ.MI; MesZL: ŠAMBILLA missing), WI4)
(ePSD; Akkadian Dictionary)",681,427,"U+1222A
(MI)"
𒈪𒈪,𒈪𒈪,"MI.MI
(KU10.KU10; KUKKU2)
(ePSD; Akkadian Dictionary)",681+681,427+427,"U+1222A & U+1222A
(MI & MI)"
𒄢,𒄢,"GUL
(GULU, ISI2 (MesZL: or rather GUL.SAR = ISI(M)2.MU2, Deimel and Labat differently), ISIM2 (MesZL: or rather GUL.SAR = ISI(M)2.MU2, Deimel and Labat differently), ISIMU2 (MesZL: or rather GUL.SAR = ISI(M)2.MU2, Deimel and Labat differently), KUL2, QUL2, SI23, SUMUN2 (MesZL: Deimel differently), SUMUNA2 (MesZL: Deimel differently), SUMUNU2 (MesZL: Deimel differently), SUN2, SUNA2, ŠUN3)
(ePSD; Akkadian Dictionary)",682,429,"U+12122
(GUL)"
𒄢𒊬,𒄢𒊬,"GUL.SAR
(ISIMU2 (MesZL: GUL (no. 682), or rather GUL.SAR = ISI(M)2.MU2, Deimel and Labat differently))
(ePSD; Akkadian Dictionary)",682+541,"429+331e (ABZ)
429+152 (Labat)","U+12122 & U+122AC
(GUL & SAR)"
𒌋𒀜,𒌋𒀜,"GIR4
(U.AD; ISI3 (MesZL: or rather GIR4.SAR = ISI(M)3.MU2?, Deimel and Labat differently), ISIM3 (MesZL: or rather GIR4.SAR = ISI(M)3.MU2?, Deimel and Labat differently), ISIMU3 (MesZL: or rather GIR4.SAR = ISI(M)3.MU2?, Deimel and Labat differently), KIR13, QIR3 (Labat: in syllabary QIR3 = LAGAB (no. 755), but in index QIR3 =? GIR4 (no. 683); MesZL: QIR3 = LAGAB (no. 755)))
(ePSD; Akkadian Dictionary)",683,430,"U+1230B & U+1201C
(U & AD)"
𒌋𒀜𒊬,𒌋𒀜𒊬,"GIR4.SAR
(ISIMU3 (MesZL: GIR4 (no. 683) or rather GIR4.SAR = ISI(M)3.MU2?, Deimel and Labat differently))
(ePSD; Akkadian Dictionary)",683+541,"430+331e, 152iv","U+1230B & U+1201C & U+122AC
(U & AD & SAR)"
𒌋𒃶,𒌋𒃶,"ŠAGAN
(U.GAN, ŠU4.GAN; SAMAN4, ŠAKAN, ŠAMAN2)
(ePSD; Akkadian Dictionary)",684,428,"U+1230B & U+120F6
(U & GAN)"
𒉼,𒉼,"PAN
(BA10 (MesZL: ?), BAN, PANA, TER5, TIR5 (MesZL: instead of ŠE15 of Deimel and Labat), ŠE15 (Labat; MesZL: ŠE15 = TIR (no. 587)))
(ePSD; Akkadian Dictionary)",685,439,"U+1227C
(PAN)"
𒁶,𒁶,"GIM
(DEM2, DIM2, DIN3, GE18, GEM, GEN7, GI18, GIMI, GIN7 (MesZL: Labat differently), KEM, KI5 (Labat; MesZL: KI5 missing), KIM, KIN8, KINME (Labat; MesZL: KINME missing), LUBUD (Labat; MesZL: LUBUD missing), MUŠDA, MUŠDAM, MUŠDAMA, MUŠDAMMA, QIM(MesZL: Deimel QIM2), QIN2 (Labat: ?; MesZL: QIN2 missing), ŠIDI (MesZL: to be erased?), ŠIDIM, ŠITIM, TAM6 (Labat; MesZL: TAM6 missing), ṬEM2, ṬIM2)
(ePSD; Akkadian Dictionary)",686,440,"U+12076
(DIM2)"
𒆨,𒆨,"KISIM5
(ePSD; Akkadian Dictionary)",687,"404*
396","U+121A8
(KISIM5)"
𒆩,𒆩,"KISIM5 over KISIM5
(KISIM5/KISIM5; GINGIRA)
(ePSD; Akkadian Dictionary)",687,"404*,2",U+121A9 (KISIM5 OVER KISIM5)
𒄶,𒄶,"DUBUR2
(ḪI x U)
(ePSD; Akkadian Dictionary)",688,409,"U+12136
(HI TIMES U)"
𒈿,𒈿,"NA2
(NAD3, NE7, NU2, NUD)
(ePSD; Akkadian Dictionary)",689,431,"U+1223F
(NA2)"
𒉏,𒉏,"NIM
(DEḪ3, DEḪI3, DIḪ2 (Labat; MesZL: DIḪ3, DIḪ2 = UM (no. 238)), DIḪ3, ELAM, ELAMU (Labat; MesZL: ELAMU missing), ENIM2, NAM3 (MesZL: Labat NAM3 and NAM4), NAM4 (Labat: in syllabary NIM = NAM3, but in index NIM = NAM4; MesZL: NAM3, NAM4 = SIG7 (no. 564)), NEM, NI6 (Labat; MesZL: NI7, NI6 = NIGIN (no. 804)), NI7 (MesZL: Labat NI6), NIMA, NU3, NUM, RUM3 (MesZL: ?), TEḪI3, TU8, TUM4)
(ePSD; Akkadian Dictionary)",690,433,"U+1224F
(NIM)"
𒉐,𒉐,"TUM3
(NIM x KAR2 (MesZL: also NIM x ŠE3); KIR2 (Labat: in syllabary TUM3 = KIR2, but in index KIR2 = AB2 x ŠA3 (no. 677); MesZL: KIR17, KIR2 = AB2 x ŠA3 (no. 677); KŠ: perhaps mistake), KIR17, KIRI9, QIR2, TU25, TUMU3)
(ePSD; Akkadian Dictionary)",691,434,"U+12250
(NIM TIMES GAN2 TENU)"
𒉑,𒉑,"KIR7
(NIM x NIG2.KAR2; KER7, TUM11)
(ePSD; Akkadian Dictionary)",692,434a,"U+12251
(NIM TIMES GAR PLUS GAN2 TENU)"
𒇴,𒇴,"LAM
(IŠ12, LA11 (Labat; MesZL: LA12, LA11 missing), LA12 (MesZL: Labat LA11), LAMA, LIM3, LUM4)
(ePSD; Akkadian Dictionary)",693,435,"U+121F4
(LAM)"
𒇴𒆳𒊒,𒇴𒆳𒊒,"LAM.KUR.RU
(ARATTA (MesZL: also LAM x KUR.RU))
(ePSD; Akkadian Dictionary)",693+578+111,435+366+068,"U+121F4 & U+121B3 & U+12292
(LAM & KUR & RU)"
𒇵,𒇵,"LAM x KUR
(ARAD3 (MesZL: ?), EŠ22, IŠ11, LAM7)
(ePSD; Akkadian Dictionary)",694,436,"U+121F5
(LAM TIMES KUR)"
𒇶,𒇴 x 𒆳𒊒,"LAM x KUR.RU
(ePSD; Akkadian Dictionary)",694,"436,4","U+121F6
(SIGN LAM TIMES KUR PLUS RU)"
𒇵𒊒,𒇵𒊒,"LAM x KUR.RU
(ARATTA (MesZL: also LAM.KUR.RU), ARATTA2 (Labat; MesZL: ARATTA = LAM.KUR.RU (nos. 693+578+111) and LAM x KUR.RU (nos.694+111), ARATTA2 missing), ŠURIPAK2 (MesZL: ?), ŠURIPPAK2 (MesZL: ?), ŠURUPAK2 (MesZL: ?), ŠURUPPAK2 (MesZL: ?))
(ePSD; Akkadian Dictionary)",694+111,436+068,"U+121F5 & U+12292
(LAM TIMES KUR & RU)"
𒀫,𒀫,"AMAR
(MAR2, MARA2 (MesZL: Deimel differently; KŠ: in MesZL index erroneously no. 437), MARAD (MesZL: Labat MARAD2, probably oversight; Labat: AMAR = MARAD (no. 695)), ṢAR2, ṢUR, ṢURU, ZUR, ZURU)
(ePSD; Akkadian Dictionary)",695,437,"U+1202B
(AMAR)"
𒀫𒁕,𒀫𒁕,"AMAR.DA
(MARAD2 (MesZL: Akkadin transcription))
(ePSD; Akkadian Dictionary)",695+561,437+335,"U+1202B & U+12055
(AMAR & DA)"
𒀫𒌓,𒀫𒌓,"AMAR.UD
(MARDUK)
(ePSD; Akkadian Dictionary)",695+596,437+381,"U+1202B & U+12313
(AMAR & UD)"
𒀬,𒀬,"SISKUR
(AMAR x ŠE; DISKUR, DIZKUR, SIZKUR)
(ePSD; Akkadian Dictionary)",696,438,"U+1202C
(AMAR TIMES SHE)"
𒀬𒀬,𒀬𒀬,"SISKUR.SISKUR
(SISKUR2, SIZKUR2)
(ePSD; Akkadian Dictionary)",696+696,438+438,"U+1202C & U+1202C
(AMAR TIMES SHE & AMAR TIMES SHE)"
𒀫 x 𒆬,𒀫 x 𒆬,"AMAR x KUG
(MesZL: Hittite, HethZL no. 276)
(ePSD; Akkadian Dictionary)",697,438,
𒌌,𒌌,"UL
(U.GUD; DU7, MUL4, RU5, ULA (MesZL: ?), ULLU3, ULU, UR6 (MesZL: perhaps to be erased))
(ePSD; Akkadian Dictionary)",698,441,"U+1230C
(U GUD)"
𒌋𒆤,𒌋𒆤,"ŠITA4
(U.KID; ŠUDUL6, ŠUDUN6, ŠUTUL6, ŠUTUN6)
(ePSD; Akkadian Dictionary)",699,442,"U+1230B & U+121A4
(U & KID)"
𒌋𒂵,𒌋𒂵,"UTU2
(U.GA, ŠU4.GA; DIMNA, U14 (MesZL: ?), UD6, URUM7, UT6, UTAḪ, ZAḪAN (Labat: ZAḪAN = UTU2 (no. 700) and UTU2.ḪI (nos. 700+631); MesZL: ZAḪAN2, ZAḪAN = UTU2.ḪI (nos. 700+631)), ZAḪAN2)
(ePSD; Akkadian Dictionary)",700,443,"U+1230B & U+120B5
(U & GA)"
𒌋𒂵𒄭,𒌋𒂵𒄭,"UTU2.ḪI
(ZAḪAN)
(ePSD; Akkadian Dictionary)",700+631,443+396,"U+1230B & U+120B5 & U+1212D
(U & GA & HI)"
𒄊,𒄊,"GIR3
(ANŠE2 (MesZL: ?), ANŠU2 (MesZL: ?), BIR10 (MesZL: perhaps to be erased), GER3, GIRI3, GIRU3 (MesZL: Deimel GIRU), ḪUŠ2 (MesZL: ?), IR9, KIR10, KIRI5 (MesZL: ?), NE3 (MesZL: also PIRIG), PIL7 (MesZL: also PIRIG, Deimel PIL3), PIRIG (MesZL: also PIRIG), QIR7, SAKKAN (Labat; MesZL: SAKKAN missing), SUMUGAN, SUMUGGA, SUMUKAN, SUMUQAN, ŠAKAN2, ŠAKKAN2, UG2 (MesZL: also PIRIG), WIR)
(ePSD; Akkadian Dictionary)",701,444,"U+1210A
(GIR3)"
𒊊,𒊊,"PIRIG
((MesZL: also GIR3), NE3 (MesZL: also GIR3), PIL7 (MesZL: also GIR3, Deimel PIL3), UG2 (MesZL: also GIR3))
(ePSD; Akkadian Dictionary)",701,444,"U+1228A
(PIRIG)"
𒊎,𒊎,"GIR3.GIR3 inversum
(DIDNU (MesZL: DIDNU = PIRIG.PIRIG (nos. 701+701), GIR3.GIR3 (nos. 701+701), PIRIG opposing PIRIG (no. 701), GIR3 opposing GIR3 (no. 701) etc.), TIDNU (MesZL: TIDNU = PIRIG.PIRIG (nos. 701+701), GIR3.GIR3 (nos. 701+701), PIRIG opposing PIRIG (no. 701), GIR3 opposing GIR3 (no. 701) etc.))
(ePSD; Akkadian Dictionary)",701,444n2,"U+1228E
(PIRIG OPPOSING PIRIG)"
𒄊𒀴,𒄊𒀴,"GIR3.ARAD
(ŠAGGIN, ŠAGGINA, ŠAKKAN6, ŠAKKANA6)
(ePSD; Akkadian Dictionary)",701+018,444+050,"U+1210A & U+12034
(GIR3 & ARAD)"
𒄊𒁇,𒄊𒁇,"GIR3.BAR
(KIŠER, ŠER11)
(ePSD; Akkadian Dictionary)",701+121,444+074,"U+1210A & U+12047
(GIR3 & BAR)"
𒄊𒀕𒃲,𒄊𒀕𒃲,"GIR3.ERI11.GAL
(NERGAL (MesZL: also PIRIG.UNUG.GAL, GIR3.UNUG.GAL)), NERIGAL (MesZL: also PIRIG.UNUG.GAL, GIR3.UNUG.GAL))
(ePSD; Akkadian Dictionary)",701+232+553,444+195+343,"U+1210A & U+12015 & U+120F2
(GIR3 & AB GUNU & GAL)"
𒊊𒀕𒃲,𒊊𒀕𒃲,"PIRIG.ERI11.GAL
(NERGAL (MesZL: also GIR3.UNUG.GAL, PIRIG.UNUG.GAL)), NERIGAL (MesZL: also GIR3.UNUG.GAL, PIRIG.UNUG.GAL))
(ePSD; Akkadian Dictionary)",701+232+553,444+195+343,"U+1228A & U+12015 & U+120F2
(PIRIG & AB GUNU & GAL)"
𒊊𒄨,𒊊𒄨,"PIRIG.KAL
(NIB (Labat; MesZL: NIB = PIRIG x KAL (no. 295)))
(ePSD; Akkadian Dictionary)",701+496,444+322,"U+1228A & U+12197
(PIRIG & KAL)"
𒄊𒄊,𒄊𒄊,"GIR3.GIR3
(DIDNU (MesZL: DIDNU = PIRIG.PIRIG (nos. 701+701), GIR3.GIR3 (nos. 701+701), PIRIG opposing PIRIG (no. 701), GIR3 opposing GIR3 (no. 701) etc.), TIDINU (Labat; MesZL: TIDINU missing), TIDNU (MesZL: TIDNU = PIRIG.PIRIG (nos. 701+701), GIR3.GIR3 (nos. 701+701), PIRIG opposing PIRIG (no. 701), GIR3 opposing GIR3 (no. 701) etc.))
(ePSD; Akkadian Dictionary)",701+701,444+444,"U+1210A & U+ 1210A
(GIR3 & GIR3)"
𒊊𒊊,𒊊𒊊,"PIRIG.PIRIG
(DIDNU (MesZL: DIDNU = PIRIG.PIRIG (nos. 701+701), GIR3.GIR3 (nos. 701+701), PIRIG opposing PIRIG (no. 701), GIR3 opposing GIR3 (no. 701) etc.), TIDNU (MesZL: TIDNU = PIRIG.PIRIG (nos. 701+701), GIR3.GIR3 (nos. 701+701), PIRIG opposing PIRIG (no. 701), GIR3 opposing GIR3 (no. 701) etc.))
(ePSD; Akkadian Dictionary)",701+701,444+444,"U+1228A & U+1228A
(PIRIG & PIRIG)"
𒄊𒍞,𒄊𒍞,"GIR3.ZA tenû
(IRGI)
(ePSD; Akkadian Dictionary)",701+854,"444+380, 379","U+1210A & U+1235E
(GIR3 & ZA TENU)"
𒄎,𒄎,"LULIM
(GIR3 x LU.IGI (MesZL: reconstruction); LULIMA)
(ePSD; Akkadian Dictionary)",702,"421a (ABZ)
537,129 (ŠL)","U+1210E
(GIR3 TIMES LU PLUS IGI)"
𒄋,𒄋,"ALIM
(GIR3 x A.IGI, (MesZL: also GIR3 x A.LIM, new version of GIR3 x IGI); ALIMA)
(ePSD; Akkadian Dictionary)",703,"421 (ABZ, Labat)
579,396 (ŠL)","U+1210B
(GIR3 TIMES A PLUS IGI)"
𒄍,𒄍,"ALIM
(GIR3 x IGI (MesZL: also GIR3 x LIM, old version of GIR3 x A.IGI); ALIMA))
(ePSD; Akkadian Dictionary)",703,421,"U+1210D
(GIR3 TIMES IGI)"
𒂂,𒂂,"DUGUD
(GI25 (MesZL: ?), KAPTU, QAPTU)
(ePSD; Akkadian Dictionary)",704,445,"U+12082
(DUGUD)"
𒈪𒉭,𒈪𒉭,"GIG
(MI.NUNUZ; GE17, GI17, GIB3 (MesZL: in Emesal MU.GIG), GIK, GIQ, KIK, QIQ)
(ePSD; Akkadian Dictionary)",705,446,"U+1222A & U+1226D
(MI & NUNUZ)"
𒌋𒌓,𒌋𒌓,"NIGIN4
(U.UD; NIM3 (MesZL: to be erased), NIMGIN4, NINGIN2 (Labat; MesZL: NINGIN4, NINGIN2 = LAGAB (no. 755)), NINGIN4 (MesZL: Deimel and Labat NINGIN2), ŠU16, UŠU2, UZU5 (MesZL: ?))
(ePSD; Akkadian Dictionary)",706,447,"U+1230B & U+12313
(U & UD)"
𒌋𒌓𒆤,𒌋𒌓𒆤,"NIGIN3
(U.UD.KID; NI9, NIG6, NIMGIN3 (MesZL: Deimel NIMGIN, to be erased), NINGIN (Labat; MesZL: NINGIN3, NINGIN = NIGIN (no. 804)), NINGIN3 (MesZL: Deimel and Labat NINGIN))
(ePSD; Akkadian Dictionary)",707,447a,"U+1230B & U+12313 & U+121A4
(U & UD & KID)"
𒌋𒌋,𒌋𒌋,"MAN
(U.U; 20, AMNA2, BUZUR2, MA10, MAM, MANA, MEN5, MIM3, MIN3, MINA3, MURU8 (Labat; MesZL: MURU8 missing), NAŠ, NES, NEŠ, NIS, NIŠ, PUZUR2, ŠAR4, ŠARRU2, ŠUŠANA2, UTU3, WAN)
(ePSD; Akkadian Dictionary)",708,471,"U+1230B & U+1230B
(U & U)
(codepoint missing before U+1240F)"
𒌋𒌋𒉌,𒌋𒌋𒉌,"MAN.NI
(GIZZAL (Labat; MesZL: GIZZAL = GIŠ.TUG2.PI.ŠIR.SILA3 (nos. 469+809+598+115+099) or GIŠ.TUG2.PI.ŠIR tenû.SILA3 (nos. 469+809+598+116+099)))
(ePSD; Akkadian Dictionary)",708+380,471+231,"U+1230B & U+1230B & U+1224C
(U & U & NI)"
𒌋𒌋𒁹,𒌋𒌋𒁹,"MAN.DIŠ
(21)
(ePSD; Akkadian Dictionary)",708+748,471+480,"U+1230B & U+1230B & U+12079
(U & U & DISH)"
𒌋𒐴,𒌋𒐴𒐴,"U.U gunû
((MesZL: see nos. 114 and 662); 60000?)
(ePSD; Akkadian Dictionary)",709,411+3508,"U+1230B & U+12434
(U & ONE BURU)"
𒌋𒄊,𒌋𒄊,"U.GIR3
(KIŠI10 (MesZL: U.PIRIG and U.GIR3), KUŠ5 (MesZL: U.PIRIG and U.GIR3), KUŠU (MesZL: U.PIRIG and U.GIR3), KUŠUM4 (MesZL: U.PIRIG and U.GIR3), KUZU (Labat; MesZL: KUZU missing))
(ePSD; Akkadian Dictionary)",710,448,"U+1230B & U+1210A
(U & GIR3)"
𒌋𒊊,𒌋𒊊,"U.PIRIG
(KIŠI10 (MesZL: U.PIRIG and U.GIR3), KUŠ5 (MesZL: U.PIRIG and U.GIR3), KUŠU (MesZL: U.PIRIG and U.GIR3), KUŠUM4 (MesZL: U.PIRIG and U.GIR3), KUZU (Labat; MesZL: KUZU missing))
(ePSD; Akkadian Dictionary)",710,448,"U+1230B & U+1228A
(U & PIRIG)"
𒌍,𒌍,"EŠ
(U.U.U, BUR3.BUR3. BUR3; 30, BA3, BATU, ES2, EŠA2, EŠE, EZ2, IS5, IŠ3, NAN3, SENNU (Labat; MesZL: SENNU missing), SIN (MesZL: Labat vague), ṢIN, UŠ18, UŠU3, UZ7)
(ePSD; Akkadian Dictionary)",711,472,"U+1230D
(U U U)
(codepoint missing before U+1240F)"
𒐏,𒐏,"NIMIN
(4 times U,4 times BUR3; 40, LIMMU (Labat: in syllabary LIMMU, but in index LIMMU3; MesZL: LIMMU3, LIMMU = LIMMU (“NIG2”, no. 860)), LIMMU3, NIN5, ŠANABI2)
(ePSD; Akkadian Dictionary)",712,473,"U+1240F
(NUMERIC SIGN FOUR U)"
𒌐,𒌐,"U over U.U reversed over U reversed
(4 times U (MesZL: 4 times U in uncertain order); BARGI (MesZL: BARGI or MAŠGI), MAŠGI (MesZL: BARGI or MAŠGI))
(ePSD; Akkadian Dictionary)",713,474,"U+12310
(U OVER U U REVERSED OVER U REVERSED)"
𒐐,𒐐,"NINNU
(5 times U, 5 times BUR2; 50, ILLIL2 (MesZL: Deimel ILLIL), KINGUSILA2, KINGUSILI2, KINGUSILLA2 (Labat; MesZL: KINGUSILA2, KINGUSILLA2 missing))
(ePSD; Akkadian Dictionary)",714,475,"U+12410
(NUMERIC SIGN FIVE U)"
𒐑,𒐑,"60
(6 times U, 6 times BUR2)
(ePSD; Akkadian Dictionary)",715,476,"U+12411
(NUMERIC SIGN SIX U)"
𒐒,𒐒,"70
(7 times U, 7 times BUR2)
(ePSD; Akkadian Dictionary)",716,477,"U+12412
(NUMERIC SIGN SEVEN U)"
𒐓,𒐓,"80
(8 times U, 8 times BUR2)
(ePSD; Akkadian Dictionary)",717,478,"U+12413
(NUMERIC SIGN EIGHT U)"
𒐔,𒐔,"90
(9 times U, 9 times BUR2)
(ePSD; Akkadian Dictionary)",718,479,"U+12414
(NUMERIC SIGN NINE U)"
𒇬,𒇬,"LAGAR
(LAGAL, NAGAL)
(ePSD; Akkadian Dictionary)",719,458,"U+121EC
(LAGAR)"
𒌋𒌆,𒌋𒌆,"DUL
(ŠU4.DUL5, U.TUG2 (KŠ: not really splittable, for correct form see MesZL p. 86 or Labat pp. 204–205); ŠUDUL2, ŠUDUN2, ŠUTUL2, ŠUTUN2, TUL, TULE (MesZL: perhaps needless), ṬUL3 (Labat: ṬUL3 = DUL (no. 720) and DU6 (no. 721); MesZL: ṬUL3 = DU6 (no. 721)))
(ePSD; Akkadian Dictionary)",720,459,"U+1230B & U+12306
(U & TUG2)"
𒇯,𒇯,"DU6
(LAGAR gunû; DUL6 (MesZL: Labat differently), TIL2, TILLU (Labat; MesZL: TILLU missing), TU21, TUL5, ṬUL3 (MesZL: Labat ṬUL2 = DUL; Labat: ṬUL2 missing, ṬUL3 = DUL (no. 720) and DU6 (no. 721)))
(ePSD; Akkadian Dictionary)",721,459a,"U+121EF
(LAGAR GUNU)"
𒇰,𒇰,"DU6/DU6.ŠE
(LAGAR gunû / LAGAR gunû.ŠE)
(ePSD; Akkadian Dictionary)",721,459,"U+121F0
(LAGAR GUNU OVER LAGAR GUNU SHE)"
𒇯𒁺,𒇯𒁺,"DU6.DU
(E11, ED3, GIGIR4 (MesZL: ?))
(ePSD; Akkadian Dictionary)",721+350,459a+206,"U+121EF & U+1207A
(LAGAR GUNU & DU)"
𒇯𒁽,𒇯𒁽,"DU6.KAŠ4
(E12, ED4)
(ePSD; Akkadian Dictionary)",721+352,459a+202,"U+121EF & U+1207D
(LAGAR GUNU & DU SHESHIG)"
𒇰𒊬,𒇰𒊬,"DU6 over DU6.ŠE.SAR
(LAGAR gunû over LAGAR gunû.ŠE.SAR; ŠUMUNDA)
(ePSD; Akkadian Dictionary)",721+541,"459+331e (ABZ)
459+152 (LAbat)","U+121F0 & U+122AC
(LAGAR GUNU OVER LAGAR GUNU SHE & SAR)"
𒇭,𒇭,"SU7
(LAGAR x ŠE (MesZL: LAGAR x ŠE and LAGAR x ŠE.ŠE); SUG8, SUL4, SUR12, SURA12)
(ePSD; Akkadian Dictionary)",722,460,"U+121ED
(LAGAR TIMES SHE)"
𒇮,𒇮,"LAGAR x ŠE.SUM
(LUGUD4, SUḪIRIM, SUḪIRIN)
(ePSD; Akkadian Dictionary)",723,460n,"U+121EE
(LAGAR TIMES SHE PLUS SUM)"
𒅆,𒅆,"IGI
(1000, BAD5, BADI, BAT5, DAMU2, ĒNU, GE8 (ABZ; MesZL: GE8 missing), GI8, IGU, IN2 (Labat; MesZL: IN2 missing), INA2 (MesZL: better ĪNA), INI2 (MesZL: better ĪNI), INU2 (MesZL: better ĪNU), ĪNA, ĪNI, ĪNU, LAM5, LE3, LEM, LI3, LIB4, LIM, LIMI, LUM2, MAḪ2 (Labat; MesZL: MAḪ2 = AL (no. 474)), PA10, PAD4, PAN3 (MesZL: to be erased), SI17, ŠE20 (MesZL: also no. 810, Labat differently), ŠI, ZI5 (Labat; MesZL: ZI5 missing))
(ePSD; Akkadian Dictionary)",724,449,"U+12146
(IGI)"
𒅉,𒅉,"IGI over IGI.ŠIR over ŠIR.UD over UD
(DIMSAR)
(ePSD; Akkadian Dictionary)",724,"449,46","U+12149
(IGI OVER IGI SHIR OVER SHIR UD OVER UD)"
𒅆𒅅,𒅆𒅅,"IGI.IG
(IGA (Labat: IGA = IGI.IG (nos. 724+136) or m – m GIŠ.IGI.IG (nos. 469+724+136); MesZL: IGA = IG (no. 136))
(ePSD; Akkadian Dictionary)",724+136,449+080,"U+12146 & U+12145
(IGI &IG)"
𒅆𒁴,𒅆𒁴,"IGI.DIM
(ḪENZER, ḪENZIR, UBRI2, UBRIM2)
(ePSD; Akkadian Dictionary)",724+167,449+094,"U+12146 & U+12074
(IGI & DIM)"
𒅆𒌉𒌉,𒅆𒌉𒌉,"IGI.TUR.TUR
(LIGIM)
(ePSD; Akkadian Dictionary)",724+255+255,449+144+144,"U+12146 & U+12309 & U+12309
(IGI & TUR & TUR)"
𒅆𒁺,𒅆𒁺,"IGI.DU
(GEŠDU4, GEŠTU4 (MesZL: Deimel GEŠTU), IGEŠTU, IGIŠTU, PALIL)
(ePSD; Akkadian Dictionary)",724+350,449+206,"U+12146 & U+1207A
(IGI & DU)"
𒅆𒁉,𒅆𒁉,"IGI.BI
(AḪḪUR, IMḪUR2, UḪḪUR (MesZL: read IMḪUR2))
(ePSD; Akkadian Dictionary)",724+358,449+214,"U+12146 & U+12049
(IGI & BI)"
𒅆𒆕,𒅆𒆕,"IGI.GAG
(DALA (Labat; MesZL: DALA2, DALA = RI (no. 142)), DALA2, ŠUKUR, UBRI, UBRIM)
(ePSD; Akkadian Dictionary)",724+379,449+230,"U+12146 & U+12195
(IGI & KAK)"
𒅆𒂵,𒅆𒂵,"IGI.GA
(IMḪUR3, UḪḪUR2 (MesZL: read IMḪUR3))
(ePSD; Akkadian Dictionary)",724+491,449+319,"U+12146 & U+120B5
(IGI & GA)"
𒅆𒆳,𒅆𒆳,"IGI.KUR
(GANZER3, GANZIR3, ḪALIB, ḪILIB (MesZL: Deimel ḪINAR))
(ePSD; Akkadian Dictionary)",724+578,449+366,"U+12146 & U+121B3
(IGI & KUR)"
𒅆𒆳𒍝,𒅆𒆳𒍝,"IGI.KUR.ZA
(GANZER, GANZIR)
(ePSD; Akkadian Dictionary)",724+578+851,449+366+586,"U+12146 & U+121B3 & U+1235D
(IGI & KUR & ZA)"
𒅆𒁍,𒅆𒁍,"IGI.BU
(IGIRA (MesZL: too uncertain, also IGI.RA5 uncertain, see BU (no. 580)))
(ePSD; Akkadian Dictionary)",724+580,449+371,"U+12146 & U+1204D
(IGI & BU)"
𒅆𒅆,𒅆𒅆,"IGI.IGI
(DABDA (MesZL: ?), LALLA2, LELLE, LELLI, LILLE, LILLI, LILIB)
(ePSD; Akkadian Dictionary)",724+724,449+449,"U+12146 & U+12146
(IGI & IGI)"
𒅆𒂠𒁺,𒅆𒂠𒁺,"IGI.ŠE3.DU
(ILDU (MesZL: ?, or IGI.ŠE3.DU.ERIM), ILDUM (MesZL: ?, or IGI.ŠE3.DU.ERIM), PALLIL (Labat; MesZL: PALIL2, PALLIL missing), PALIL2 (MesZL: Deimel and Labat PALLIL))
(ePSD; Akkadian Dictionary)",724+810+350,449+536+206,"U+12146 & U+120A0 & U+1207A
(IGI & ESH2 & DU)"
𒅆𒂠𒁺𒂟,𒅆𒂠𒁺𒂟,"IGI.ŠE3.DU.ERIM
(ILDU (MesZL: ?, or IGI.ŠE3.DU), ILDUM (MesZL: ?, or IGI.ŠE3.DU))
(ePSD; Akkadian Dictionary)",724+810+350+612,449+536+206+393,"U+12146 & U+120A0 & U+1207A & U+1209F
(IGI & ESH2 & DU & ERIN2)"
𒅆𒈫,𒅆𒈫,"IGI.MIN
(INI4 (MesZL: better ĪNUII), ĪNUII)
(ePSD; Akkadian Dictionary)",724+825,449+570,"U+12146 & U+1222B
(IGI & MIN)"
